id,key,value,type
211799556,building,yes,regular
211799560,building,yes,regular
211799561,building,yes,regular
211799563,building,yes,regular
211799564,building,yes,regular
211799565,building,yes,regular
211799570,building,yes,regular
211799571,building,yes,regular
211799573,building,yes,regular
211799574,building,yes,regular
211799576,building,yes,regular
211799577,building,yes,regular
211799578,building,yes,regular
211799579,building,yes,regular
211799580,building,yes,regular
211799583,building,yes,regular
211799584,building,yes,regular
211799585,building,yes,regular
211799587,building,yes,regular
211799589,building,yes,regular
211799590,building,yes,regular
211799593,building,yes,regular
211799595,building,yes,regular
211799596,building,yes,regular
211799599,building,yes,regular
211799600,building,yes,regular
211799602,building,yes,regular
211799603,building,yes,regular
211799605,building,yes,regular
211799610,building,yes,regular
211799611,building,yes,regular
211799612,building,yes,regular
211799613,building,yes,regular
211799622,building,yes,regular
211799642,building,yes,regular
211799643,building,yes,regular
211799644,building,yes,regular
211799646,building,yes,regular
211799647,building,yes,regular
211799648,building,yes,regular
211799652,building,yes,regular
211799654,building,yes,regular
211799655,building,yes,regular
211799656,building,yes,regular
211799657,building,yes,regular
211799659,building,yes,regular
211799661,building,yes,regular
211799662,building,yes,regular
211799663,building,yes,regular
211799664,building,yes,regular
211799668,building,yes,regular
211799671,building,yes,regular
211799672,building,yes,regular
211799673,building,yes,regular
211799675,building,yes,regular
211799676,building,yes,regular
211799677,building,yes,regular
211799678,building,yes,regular
211799681,building,yes,regular
211799684,building,yes,regular
211799686,building,yes,regular
211799699,building,yes,regular
211799700,building,yes,regular
211799701,building,yes,regular
211799708,building,yes,regular
211799710,building,yes,regular
211799711,building,yes,regular
211799712,building,yes,regular
211799715,building,yes,regular
211799716,building,yes,regular
211799717,building,yes,regular
211799720,building,yes,regular
211799721,building,yes,regular
211799723,building,yes,regular
211799725,building,yes,regular
211799726,building,yes,regular
211799727,building,yes,regular
211799728,building,yes,regular
211799731,building,yes,regular
211799732,building,yes,regular
211799733,building,yes,regular
211799734,building,yes,regular
211799735,building,yes,regular
211799736,building,yes,regular
211799737,building,yes,regular
211799741,building,yes,regular
211799744,building,yes,regular
211799746,building,yes,regular
211799748,building,yes,regular
211799749,building,yes,regular
211799750,building,yes,regular
211799751,building,yes,regular
211799752,building,yes,regular
211799753,building,yes,regular
211799755,building,yes,regular
211799757,building,yes,regular
211799759,building,yes,regular
211799760,building,yes,regular
211799763,building,yes,regular
211799764,building,yes,regular
211799765,building,yes,regular
211799766,building,yes,regular
211799767,building,yes,regular
211799769,building,yes,regular
211799770,building,yes,regular
211799773,building,yes,regular
211799776,building,yes,regular
211799777,building,yes,regular
211799779,building,yes,regular
211799780,building,yes,regular
211799784,building,yes,regular
211799789,building,yes,regular
211799792,building,yes,regular
211799806,building,yes,regular
211799810,building,yes,regular
211799812,building,yes,regular
211799813,building,yes,regular
211799814,building,yes,regular
211799820,building,yes,regular
211799822,building,yes,regular
211799823,building,yes,regular
211799825,building,yes,regular
211799826,building,yes,regular
211799827,building,yes,regular
211799828,building,yes,regular
211799832,building,yes,regular
211799851,building,yes,regular
211799854,building,yes,regular
211799869,building,yes,regular
211799873,building,yes,regular
211799876,building,yes,regular
211799889,building,yes,regular
211799892,building,yes,regular
211799905,building,yes,regular
211799907,building,yes,regular
211799908,building,yes,regular
211799909,building,yes,regular
211799910,building,yes,regular
211799911,building,yes,regular
211799912,building,yes,regular
211799913,building,yes,regular
211799915,building,yes,regular
211799916,building,yes,regular
211799917,building,yes,regular
211799919,building,yes,regular
211799921,building,yes,regular
211799922,building,yes,regular
211799925,building,yes,regular
211799926,building,yes,regular
211799929,building,yes,regular
211799930,building,yes,regular
211799931,building,yes,regular
211799934,building,yes,regular
211799935,building,yes,regular
211799938,building,yes,regular
211799939,building,yes,regular
211799940,building,yes,regular
211799941,building,yes,regular
211799942,building,yes,regular
211799945,building,yes,regular
211799946,building,yes,regular
211799947,building,yes,regular
211799948,building,yes,regular
211799951,building,yes,regular
211799952,building,yes,regular
211799954,building,yes,regular
211799954,street,Randall Street,addr
211799954,housenumber,4,addr
211799955,building,yes,regular
211799956,building,yes,regular
211799958,building,yes,regular
211799959,building,yes,regular
211799960,building,yes,regular
211799961,building,yes,regular
211799962,building,yes,regular
211799963,building,yes,regular
211799965,building,yes,regular
211799966,building,yes,regular
211799967,building,yes,regular
211799968,building,yes,regular
211799970,building,yes,regular
211799971,building,yes,regular
211799972,building,yes,regular
211799973,building,yes,regular
211799974,building,yes,regular
211799975,building,yes,regular
211799977,building,yes,regular
211799978,building,yes,regular
211799979,building,yes,regular
211799980,building,yes,regular
211799982,building,yes,regular
211799983,building,yes,regular
211799984,building,yes,regular
211799985,building,yes,regular
211799987,building,yes,regular
211799991,building,yes,regular
211799992,building,yes,regular
211799994,building,yes,regular
211799995,building,yes,regular
211799996,building,yes,regular
211799997,building,yes,regular
211799999,building,yes,regular
211800000,building,yes,regular
211800001,building,yes,regular
211800002,building,yes,regular
211800005,building,yes,regular
211800007,building,yes,regular
211800008,building,yes,regular
211800009,building,yes,regular
211800010,building,yes,regular
211800015,building,yes,regular
211800024,building,yes,regular
211800026,building,yes,regular
211800028,building,yes,regular
211800030,building,yes,regular
211800033,building,yes,regular
211800035,building,yes,regular
211800036,building,yes,regular
211800037,building,yes,regular
211800039,building,yes,regular
211800040,building,yes,regular
211800044,building,yes,regular
211800047,building,yes,regular
211800048,building,yes,regular
211800049,building,yes,regular
211800050,building,yes,regular
211800051,building,yes,regular
211800052,building,yes,regular
211800053,building,yes,regular
211800056,building,yes,regular
211800057,building,yes,regular
211800058,building,yes,regular
211800060,building,yes,regular
211800062,building,yes,regular
211800063,building,yes,regular
211800064,building,yes,regular
211800068,building,yes,regular
211800071,building,yes,regular
211800078,building,yes,regular
211800079,building,yes,regular
211800080,building,yes,regular
211800081,building,yes,regular
211800083,building,yes,regular
211800084,building,yes,regular
211800085,building,yes,regular
211800085,street,Springfield Street,addr
211800085,housenumber,310,addr
211800087,building,yes,regular
211800089,building,yes,regular
211800090,building,yes,regular
211800093,building,yes,regular
211800094,building,yes,regular
211800095,building,yes,regular
211800096,building,yes,regular
211800097,building,yes,regular
211800097,street,Springfield Street,addr
211800097,housenumber,313,addr
211800098,building,yes,regular
211800100,building,yes,regular
211800102,building,yes,regular
211800103,building,yes,regular
211800104,building,yes,regular
211800106,building,yes,regular
211800107,building,yes,regular
211800108,building,yes,regular
211800109,building,yes,regular
211800110,building,yes,regular
211800111,building,yes,regular
211800111,street,Royal Street,addr
211800111,housenumber,19,addr
211800112,building,yes,regular
211800114,building,yes,regular
211800115,building,yes,regular
211800117,building,yes,regular
211800119,building,yes,regular
211800120,building,yes,regular
211800122,building,yes,regular
211800123,building,yes,regular
211800124,building,yes,regular
211800126,building,yes,regular
211800127,building,yes,regular
211800127,street,Springfield Street,addr
211800127,housenumber,315,addr
211800128,building,yes,regular
211800129,building,yes,regular
211800130,building,yes,regular
211800132,building,yes,regular
211800133,building,yes,regular
211800136,building,yes,regular
211800137,building,yes,regular
211800139,building,yes,regular
211800146,building,yes,regular
211800147,building,yes,regular
211800148,building,yes,regular
211800151,building,yes,regular
211800152,building,yes,regular
211800153,building,yes,regular
211800154,building,yes,regular
211800155,building,yes,regular
211800156,building,yes,regular
211800158,building,yes,regular
211800159,building,yes,regular
211800160,building,yes,regular
211800160,street,Springfield Street,addr
211800160,housenumber,319,addr
211800161,building,yes,regular
211800163,building,yes,regular
211800164,building,yes,regular
211800165,building,yes,regular
211800166,building,yes,regular
211800167,building,yes,regular
211800168,building,yes,regular
211800169,building,yes,regular
211800169,street,Springfield Street,addr
211800169,housenumber,323,addr
211800170,building,yes,regular
211800171,building,yes,regular
211800172,building,yes,regular
211800173,building,yes,regular
211800174,building,yes,regular
211800174,street,Springfield Street,addr
211800174,housenumber,327,addr
211800175,building,yes,regular
211800177,building,yes,regular
211800178,building,yes,regular
211800179,building,yes,regular
211800183,building,yes,regular
211800183,street,Springfield Street,addr
211800183,housenumber,331,addr
211800184,building,yes,regular
211800185,building,yes,regular
211800186,building,yes,regular
211800187,building,yes,regular
211800188,building,yes,regular
211800189,building,yes,regular
211800189,street,Springfield Street,addr
211800189,housenumber,335,addr
211800190,building,yes,regular
211800191,building,yes,regular
211800192,building,yes,regular
211800194,building,yes,regular
211800195,building,yes,regular
211800196,building,yes,regular
211800197,building,yes,regular
211800198,building,yes,regular
211800200,building,yes,regular
211800201,building,yes,regular
211800202,building,yes,regular
211800204,building,yes,regular
211800207,building,yes,regular
211800209,building,yes,regular
211800209,street,Springfield Street,addr
211800209,housenumber,322,addr
211800210,building,yes,regular
211800212,building,yes,regular
211800213,building,yes,regular
211800215,building,yes,regular
211800216,building,yes,regular
211800216,street,Springfield Street,addr
211800216,housenumber,339,addr
211800218,building,yes,regular
211800219,building,yes,regular
211800220,building,yes,regular
211800222,building,yes,regular
211800223,building,yes,regular
211800224,building,yes,regular
211800225,building,yes,regular
211800227,building,yes,regular
211800228,building,yes,regular
211800229,building,yes,regular
211800229,street,Randall Street,addr
211800230,building,yes,regular
211800231,building,yes,regular
211800231,street,Springfield Street,addr
211800231,housenumber,347,addr
211800232,building,yes,regular
211800233,building,yes,regular
211800233,street,North Street,addr
211800234,building,yes,regular
211800235,building,yes,regular
211800236,building,yes,regular
211800237,building,yes,regular
211800238,building,yes,regular
211800239,building,yes,regular
211800239,street,Springfield Street,addr
211800239,housenumber,340,addr
211800240,building,yes,regular
211800241,building,yes,regular
211800242,building,yes,regular
211800243,building,yes,regular
211800244,building,yes,regular
211800245,building,yes,regular
211800246,building,yes,regular
211800247,building,yes,regular
211800248,building,yes,regular
211800248,street,Springfield Street,addr
211800248,housenumber,346,addr
211800251,building,yes,regular
211800266,building,yes,regular
211800273,building,yes,regular
211800279,building,yes,regular
211800290,building,yes,regular
211800291,building,yes,regular
211800292,building,yes,regular
211800293,building,yes,regular
211800295,building,yes,regular
211800296,building,yes,regular
211800297,building,yes,regular
211800298,building,yes,regular
211800299,building,yes,regular
211800300,building,yes,regular
211800302,building,yes,regular
211800304,building,yes,regular
211800305,building,yes,regular
211800307,building,yes,regular
211800309,building,yes,regular
211800310,building,yes,regular
211800311,building,yes,regular
211800313,building,yes,regular
211800313,street,Springfield Street,addr
211800313,housenumber,360,addr
211800315,building,yes,regular
211800316,building,yes,regular
211800317,building,yes,regular
211800318,building,yes,regular
211800319,building,yes,regular
211800320,building,yes,regular
211800321,building,yes,regular
211800327,building,yes,regular
211800328,building,yes,regular
211800329,building,yes,regular
211800331,building,yes,regular
211800335,building,yes,regular
211800336,building,yes,regular
211800337,building,yes,regular
211800339,building,yes,regular
211800340,building,yes,regular
211800342,building,yes,regular
211800344,building,yes,regular
211800345,building,yes,regular
211800346,building,yes,regular
211800347,building,yes,regular
211800348,building,yes,regular
211800350,building,yes,regular
211800351,building,yes,regular
211800352,building,yes,regular
211800353,building,yes,regular
211800355,building,yes,regular
211800357,building,yes,regular
211800358,building,yes,regular
211800359,building,yes,regular
211800360,building,yes,regular
211800361,building,yes,regular
211800363,building,yes,regular
211800364,building,yes,regular
211800366,building,yes,regular
211800367,building,yes,regular
211800368,building,yes,regular
211800369,building,yes,regular
211800370,building,yes,regular
211800372,building,yes,regular
211800373,building,yes,regular
211800374,building,yes,regular
211800375,building,yes,regular
211800376,building,yes,regular
211800379,building,yes,regular
211800381,building,yes,regular
211800382,building,yes,regular
211800383,building,yes,regular
211800384,building,yes,regular
211800384,street,Royal Street,addr
211800385,building,yes,regular
211800386,building,yes,regular
211800387,building,yes,regular
211800388,building,yes,regular
211800389,building,yes,regular
211800391,building,yes,regular
211800392,building,yes,regular
211800393,building,yes,regular
211800394,building,yes,regular
211800395,building,yes,regular
211800396,building,yes,regular
211800398,building,yes,regular
211800399,building,yes,regular
211800400,building,yes,regular
211800401,building,yes,regular
211800402,building,yes,regular
211800403,building,yes,regular
211800408,building,yes,regular
211800423,building,yes,regular
211800428,building,yes,regular
211800431,building,yes,regular
211800434,building,yes,regular
211800437,building,yes,regular
211800442,building,yes,regular
211800445,building,yes,regular
211800448,building,yes,regular
211800452,building,yes,regular
211800453,building,yes,regular
211800454,building,yes,regular
211800456,building,yes,regular
211800458,building,yes,regular
211800459,building,yes,regular
211800460,building,yes,regular
211800462,building,yes,regular
211800464,building,yes,regular
211800466,building,yes,regular
211800467,building,yes,regular
211800468,building,yes,regular
211800471,building,yes,regular
211800474,building,yes,regular
211800475,building,yes,regular
211800477,building,yes,regular
211800478,building,yes,regular
211800479,building,yes,regular
211800480,building,yes,regular
211800481,building,yes,regular
211800483,building,yes,regular
211800484,building,yes,regular
211800485,building,yes,regular
211800486,building,yes,regular
211800487,building,yes,regular
211800488,building,yes,regular
211800491,building,yes,regular
211800494,building,yes,regular
211800495,building,yes,regular
211800496,building,yes,regular
211800498,building,yes,regular
211800499,building,yes,regular
211800500,building,yes,regular
211800502,building,yes,regular
211800503,building,yes,regular
211800506,building,yes,regular
211800507,building,yes,regular
211800508,building,yes,regular
211800511,building,yes,regular
211800513,building,yes,regular
211800514,building,yes,regular
211800515,building,yes,regular
211800516,building,yes,regular
211800517,building,yes,regular
211800518,building,yes,regular
211800519,building,yes,regular
211800520,building,yes,regular
211800522,building,yes,regular
211800523,building,yes,regular
211800529,building,yes,regular
211800530,building,yes,regular
211800532,building,yes,regular
211800533,building,yes,regular
211800535,building,yes,regular
211800537,building,yes,regular
211800538,building,yes,regular
211800539,building,yes,regular
211800541,building,yes,regular
211800542,building,yes,regular
211800544,building,yes,regular
211800545,building,yes,regular
211800545,street,Kristen Lane,addr
211800545,housenumber,20,addr
211800546,building,yes,regular
211800549,building,yes,regular
211800555,building,yes,regular
211800559,building,yes,regular
211800560,building,yes,regular
211800561,building,yes,regular
211800563,building,yes,regular
211800566,building,yes,regular
211800567,building,yes,regular
211800569,building,yes,regular
211800573,building,yes,regular
211800574,building,yes,regular
211800575,building,yes,regular
211800576,building,yes,regular
211800579,building,yes,regular
211800580,building,yes,regular
211800582,building,yes,regular
211800583,building,yes,regular
211800584,building,yes,regular
211800585,building,yes,regular
211800586,building,yes,regular
211800590,building,yes,regular
211800592,building,yes,regular
211800593,building,yes,regular
211800595,building,yes,regular
211800596,building,yes,regular
211800597,building,yes,regular
211800599,building,yes,regular
211800600,building,yes,regular
211800602,building,yes,regular
211800604,building,yes,regular
211800605,building,yes,regular
211800608,building,yes,regular
211800609,building,yes,regular
211800612,building,yes,regular
211800613,building,yes,regular
211800615,building,yes,regular
211800616,building,yes,regular
211800617,building,yes,regular
211800622,building,yes,regular
211800624,building,yes,regular
211800625,building,yes,regular
211800626,building,yes,regular
211800627,building,yes,regular
211800629,building,yes,regular
211800630,building,yes,regular
211800632,building,yes,regular
211800635,building,yes,regular
211800636,building,yes,regular
211800641,building,yes,regular
211800643,building,yes,regular
211800645,building,yes,regular
211800646,building,yes,regular
211800647,building,yes,regular
211800654,building,yes,regular
211800656,building,yes,regular
211800659,building,yes,regular
211800660,building,yes,regular
211800663,building,yes,regular
211800664,building,yes,regular
211800667,building,yes,regular
211800668,building,yes,regular
211800669,building,yes,regular
211800670,building,yes,regular
211800671,building,yes,regular
211800675,building,yes,regular
211800676,building,yes,regular
211800677,building,yes,regular
211800682,building,yes,regular
211800685,building,yes,regular
211800686,building,yes,regular
211800688,building,yes,regular
211800689,building,yes,regular
211800690,building,yes,regular
211800691,building,yes,regular
211800694,building,yes,regular
211800696,building,yes,regular
211800697,building,yes,regular
211800698,building,yes,regular
211800699,building,yes,regular
211800704,building,yes,regular
211800705,building,yes,regular
211800708,building,yes,regular
211800710,building,yes,regular
211800715,building,yes,regular
211800716,building,yes,regular
211800717,building,yes,regular
211800718,building,yes,regular
211800720,building,yes,regular
211800723,building,yes,regular
211800724,building,yes,regular
211800725,building,yes,regular
211800726,building,yes,regular
211800728,building,yes,regular
211800731,building,yes,regular
211800733,building,yes,regular
211800734,building,yes,regular
211800736,building,yes,regular
211800738,building,yes,regular
211800739,building,yes,regular
211800740,building,yes,regular
211800741,building,yes,regular
211800745,building,yes,regular
211800749,building,yes,regular
211800750,building,yes,regular
211800751,building,yes,regular
211800752,building,yes,regular
211800754,building,yes,regular
211800755,building,yes,regular
211800759,building,yes,regular
211800760,building,yes,regular
211800761,building,yes,regular
211800762,building,yes,regular
211800765,building,yes,regular
211800766,building,yes,regular
211800767,building,yes,regular
211800770,building,yes,regular
211800772,building,yes,regular
211800773,building,yes,regular
211800775,building,yes,regular
211800776,building,yes,regular
211800778,building,yes,regular
211800779,building,yes,regular
211800782,building,yes,regular
211800787,building,yes,regular
211800789,building,yes,regular
211800790,building,yes,regular
211800791,building,yes,regular
211800795,building,yes,regular
211800797,building,yes,regular
211800798,building,yes,regular
211800799,building,yes,regular
211800800,building,yes,regular
211800801,building,yes,regular
211800802,building,yes,regular
211800803,building,yes,regular
211800804,building,yes,regular
211800806,building,yes,regular
211800808,building,yes,regular
211800809,building,yes,regular
211800810,building,yes,regular
211800820,building,yes,regular
211800825,building,yes,regular
211800826,building,yes,regular
211800831,building,yes,regular
211800834,building,yes,regular
211800835,building,yes,regular
211800836,building,yes,regular
211800837,building,yes,regular
211800838,building,yes,regular
211800841,building,yes,regular
211800842,building,yes,regular
211800844,building,yes,regular
211800845,building,yes,regular
211800846,building,yes,regular
211800847,building,yes,regular
211800848,building,yes,regular
211800850,building,yes,regular
211800853,building,yes,regular
211800854,building,yes,regular
211800856,building,yes,regular
211800857,building,yes,regular
211800858,building,yes,regular
211800859,building,yes,regular
211800863,building,yes,regular
211800865,building,yes,regular
211800867,building,yes,regular
211800869,building,yes,regular
211800873,building,yes,regular
211800876,building,yes,regular
211800877,building,yes,regular
211800878,building,yes,regular
211800879,building,yes,regular
211800882,building,yes,regular
211800884,building,yes,regular
211800889,building,yes,regular
211800890,building,yes,regular
211800891,building,yes,regular
211800892,building,yes,regular
211800896,building,yes,regular
211800898,building,yes,regular
211800899,building,yes,regular
211800902,building,yes,regular
211800904,building,yes,regular
211800905,building,yes,regular
211800907,building,yes,regular
211800908,building,yes,regular
211800909,building,yes,regular
211800912,building,yes,regular
211800913,building,yes,regular
211800914,building,yes,regular
211800916,building,yes,regular
211800918,building,yes,regular
211800923,building,yes,regular
211800932,building,yes,regular
211800934,building,yes,regular
211800935,building,yes,regular
211800941,building,yes,regular
211800943,building,yes,regular
211800944,building,yes,regular
211800946,building,yes,regular
211800947,building,yes,regular
211800949,building,yes,regular
211800950,building,yes,regular
211800952,building,yes,regular
211800953,building,yes,regular
211800954,building,yes,regular
211800956,building,yes,regular
211800957,building,yes,regular
211800958,building,yes,regular
211800959,building,yes,regular
211800961,building,yes,regular
211800962,building,yes,regular
211800963,building,yes,regular
211800964,building,yes,regular
211800966,building,yes,regular
211800967,building,yes,regular
211800968,building,yes,regular
211800969,building,yes,regular
211800970,building,yes,regular
211800971,building,yes,regular
211800972,building,yes,regular
211800973,building,yes,regular
211800975,building,yes,regular
211800976,building,yes,regular
211800977,building,yes,regular
211800979,building,yes,regular
211800982,building,yes,regular
211800983,building,yes,regular
211800984,building,yes,regular
211800985,building,yes,regular
211800986,building,yes,regular
211800988,building,yes,regular
211800989,building,yes,regular
211800991,building,yes,regular
211800992,building,yes,regular
211800993,building,yes,regular
211800994,building,yes,regular
211800997,building,yes,regular
211801000,building,yes,regular
211801001,building,yes,regular
211801003,building,yes,regular
211801005,building,yes,regular
211801006,building,yes,regular
211801007,building,yes,regular
211801008,building,yes,regular
211801009,building,yes,regular
211801010,building,yes,regular
211801013,building,yes,regular
211801016,building,yes,regular
211801018,building,yes,regular
211801019,building,yes,regular
211801021,building,yes,regular
211801022,building,yes,regular
211801023,building,yes,regular
211801024,building,yes,regular
211801025,building,yes,regular
211801026,building,yes,regular
211801029,building,yes,regular
211801030,building,yes,regular
211801031,building,yes,regular
211801033,building,yes,regular
211801034,building,yes,regular
211801035,building,yes,regular
211801037,building,yes,regular
211801038,building,yes,regular
211801039,building,yes,regular
211801041,building,yes,regular
211801042,building,yes,regular
211801044,building,yes,regular
211801045,building,yes,regular
211801047,building,yes,regular
211801049,building,yes,regular
211801050,building,yes,regular
211801051,building,yes,regular
211801052,building,yes,regular
211801053,building,yes,regular
211801054,building,yes,regular
211801055,building,yes,regular
211801057,building,yes,regular
211801058,building,yes,regular
211801062,building,yes,regular
211801063,building,yes,regular
211801064,building,yes,regular
211801066,building,yes,regular
211801068,building,yes,regular
211801070,building,yes,regular
211801072,building,yes,regular
211801073,building,yes,regular
211801074,building,yes,regular
211801077,building,yes,regular
211801078,building,yes,regular
211801081,building,yes,regular
211801082,building,yes,regular
211801085,building,yes,regular
211801087,building,yes,regular
211801090,building,yes,regular
211801091,building,yes,regular
211801092,building,yes,regular
211801094,building,yes,regular
211801096,building,yes,regular
211801097,building,yes,regular
211801101,building,yes,regular
211801102,building,yes,regular
211801104,building,yes,regular
211801106,building,yes,regular
211801107,building,yes,regular
211801109,building,yes,regular
211801110,building,yes,regular
211801111,building,yes,regular
211801112,building,yes,regular
211801113,building,yes,regular
211801114,building,yes,regular
211801115,building,yes,regular
211801116,building,yes,regular
211801117,building,yes,regular
211801122,building,yes,regular
211801124,building,yes,regular
211801125,building,yes,regular
211801126,building,yes,regular
211801127,building,yes,regular
211801128,building,yes,regular
211801129,building,yes,regular
211801130,building,yes,regular
211801132,building,yes,regular
211801133,building,yes,regular
211801134,building,yes,regular
211801138,building,yes,regular
211801141,building,yes,regular
211801142,building,yes,regular
211801144,building,yes,regular
211801146,building,yes,regular
211801147,building,yes,regular
211801151,building,yes,regular
211801152,building,yes,regular
211801154,building,yes,regular
211801157,building,yes,regular
211801158,building,yes,regular
211801159,building,yes,regular
211801160,building,yes,regular
211801161,building,yes,regular
211801162,building,yes,regular
211801163,building,yes,regular
211801165,building,yes,regular
211801166,building,yes,regular
211801168,building,yes,regular
211801169,building,yes,regular
211801171,building,yes,regular
211801172,building,yes,regular
211801173,building,yes,regular
211801174,building,yes,regular
211801176,building,yes,regular
211801179,building,yes,regular
211801180,building,yes,regular
211801182,building,yes,regular
211801184,building,yes,regular
211801185,building,yes,regular
211801187,building,yes,regular
211801190,building,yes,regular
211801191,building,yes,regular
211801193,building,yes,regular
211801195,building,yes,regular
211801199,building,yes,regular
211801200,building,yes,regular
211801201,building,yes,regular
211801203,building,yes,regular
211801207,building,yes,regular
211801209,building,yes,regular
211801214,building,yes,regular
211801215,building,yes,regular
211801217,building,yes,regular
211801218,building,yes,regular
211801219,building,yes,regular
211801221,building,yes,regular
211801222,building,yes,regular
211801223,building,yes,regular
211801224,building,yes,regular
211801225,building,yes,regular
211801226,building,yes,regular
211801227,building,yes,regular
211801228,building,yes,regular
211801229,building,yes,regular
211801230,building,yes,regular
211801232,building,yes,regular
211801233,building,yes,regular
211801236,building,yes,regular
211801238,building,yes,regular
211801239,building,yes,regular
211801241,building,yes,regular
211801242,building,yes,regular
211801243,building,yes,regular
211801246,building,yes,regular
211801248,building,yes,regular
211801249,building,yes,regular
211801250,building,yes,regular
211801251,building,yes,regular
211801252,building,yes,regular
211801256,building,yes,regular
211801257,building,yes,regular
211801260,building,yes,regular
211801261,building,yes,regular
211801266,building,yes,regular
211801267,building,yes,regular
211801268,building,yes,regular
211801275,building,yes,regular
211801276,building,yes,regular
211801277,building,yes,regular
211801280,building,yes,regular
211801283,building,yes,regular
211801285,building,yes,regular
211801286,building,yes,regular
211801287,building,yes,regular
211801288,building,yes,regular
211801289,building,yes,regular
211801290,building,yes,regular
211801293,building,yes,regular
211801294,building,yes,regular
211801296,building,yes,regular
211801298,building,yes,regular
211801303,building,yes,regular
211801305,building,yes,regular
211801306,building,yes,regular
211801308,building,yes,regular
211801309,building,yes,regular
211801310,building,yes,regular
211801311,building,yes,regular
211801313,building,yes,regular
211801314,building,yes,regular
211801315,building,yes,regular
211801317,building,yes,regular
211801318,building,yes,regular
211801319,building,yes,regular
211801320,building,yes,regular
211801321,building,yes,regular
211801322,building,yes,regular
211801323,building,yes,regular
211801325,building,yes,regular
211801326,building,yes,regular
211801328,building,yes,regular
211801329,building,yes,regular
211801330,building,yes,regular
211801332,building,yes,regular
211801337,building,yes,regular
211801338,building,yes,regular
211801340,building,yes,regular
211801342,building,yes,regular
211801345,building,yes,regular
211801346,building,yes,regular
211801347,building,yes,regular
211801348,building,yes,regular
211801349,building,yes,regular
211801350,building,yes,regular
211801351,building,yes,regular
211801352,building,yes,regular
211801353,building,yes,regular
211801355,building,yes,regular
211801356,building,yes,regular
211801357,building,yes,regular
211801358,building,yes,regular
211801359,building,yes,regular
211801361,building,yes,regular
211801363,building,yes,regular
211801364,building,yes,regular
211801365,building,yes,regular
211801366,building,yes,regular
211801367,building,yes,regular
211801370,building,yes,regular
211801371,building,yes,regular
211801380,building,yes,regular
211801382,building,yes,regular
211801383,building,yes,regular
211801384,building,yes,regular
211801385,building,yes,regular
211801389,building,yes,regular
211801391,building,yes,regular
211801392,building,yes,regular
211801394,building,yes,regular
211801395,building,yes,regular
211801396,building,yes,regular
211801397,building,yes,regular
211801401,building,yes,regular
211801403,building,yes,regular
211801404,building,yes,regular
211801405,building,yes,regular
211801406,building,yes,regular
211801407,building,yes,regular
211801408,building,yes,regular
211801410,building,yes,regular
211801411,building,yes,regular
211801413,building,yes,regular
211801414,building,yes,regular
211801415,building,yes,regular
211801418,building,yes,regular
211801419,building,yes,regular
211801420,building,yes,regular
211801421,building,yes,regular
211801422,building,yes,regular
211801425,building,yes,regular
211801426,building,yes,regular
211801431,building,yes,regular
211801432,building,yes,regular
211801433,building,yes,regular
211801434,building,yes,regular
211801435,building,yes,regular
211801437,building,yes,regular
211801438,building,yes,regular
211801456,building,yes,regular
211801459,building,yes,regular
211801460,building,yes,regular
211801461,building,yes,regular
211801463,building,yes,regular
211801464,building,yes,regular
211801469,building,yes,regular
211801470,building,yes,regular
211801471,building,yes,regular
211801474,building,yes,regular
211801475,building,yes,regular
211801476,building,yes,regular
211801477,building,yes,regular
211801478,building,yes,regular
211801488,building,yes,regular
211801498,building,yes,regular
211801499,building,yes,regular
211801500,building,yes,regular
211801501,building,yes,regular
211801502,building,yes,regular
211801503,building,yes,regular
211801504,building,yes,regular
211801505,building,yes,regular
211801507,building,yes,regular
211801508,building,yes,regular
211801509,building,yes,regular
211801511,building,yes,regular
211801515,building,yes,regular
211801516,building,yes,regular
211801518,building,yes,regular
211801519,building,yes,regular
211801520,building,yes,regular
211801521,building,yes,regular
211801522,building,yes,regular
211801526,building,yes,regular
211801528,building,yes,regular
211801529,building,yes,regular
211801530,building,yes,regular
211801531,building,yes,regular
211801532,building,yes,regular
211801533,building,yes,regular
211801534,building,yes,regular
211801535,building,yes,regular
211801539,building,yes,regular
211801542,building,yes,regular
211801543,building,yes,regular
211801544,building,yes,regular
211801545,building,yes,regular
211801547,building,yes,regular
211801549,building,yes,regular
211801550,building,yes,regular
211801551,building,yes,regular
211801552,building,yes,regular
211801555,building,yes,regular
211801556,building,yes,regular
211801557,building,yes,regular
211801558,building,yes,regular
211801559,building,yes,regular
211801560,building,yes,regular
211801561,building,yes,regular
211801565,building,yes,regular
211801566,building,yes,regular
211801567,building,yes,regular
211801568,building,yes,regular
211801570,building,yes,regular
211801571,building,yes,regular
211801573,building,yes,regular
211801575,building,yes,regular
211801577,building,yes,regular
211801580,building,yes,regular
211801587,building,yes,regular
211801590,building,yes,regular
211801592,building,yes,regular
211801603,building,yes,regular
211801608,building,yes,regular
211801612,building,yes,regular
211801629,building,yes,regular
211801659,building,yes,regular
211801666,building,yes,regular
211801687,building,yes,regular
211801695,building,yes,regular
211801707,building,yes,regular
211801712,building,yes,regular
211801715,building,yes,regular
211801727,building,yes,regular
211801730,building,yes,regular
211801733,building,yes,regular
211801741,building,yes,regular
211801743,building,yes,regular
211801744,building,yes,regular
211801745,building,yes,regular
